Shapley,variance,CIL,CIU,year,feature
0.3021447035893405,0.4963027714891023,0.2849481029315022,0.31934130424717877,2020,CBD
0.004701893860330743,0.007829891170710281,0.002541926846682951,0.0068618608739785345,2020,images
0.08142265268643942,0.18696593158456534,0.07086784086475825,0.09197746450812058,2020,land
0.0026765390109516835,0.002880336374949174,0.0013664799947064616,0.003986598027196905,2020,school
0.02264969055253484,0.04994265510243298,0.01719456099456805,0.02810482011050163,2020,station
0.06671524417563295,0.1538267679151714,0.057141425156040135,0.07628906319522576,2020,room
