Shapley,variance,CIL,CIU,year,feature
0.30383884035267994,0.49831549784037665,0.28711464285036725,0.3205630378549926,2019,CBD
0.0013562398591441035,-0.0010633716317280547,0.000583673797972255,0.002128805920315952,2019,images
0.07863974901572603,0.18184355394063287,0.06853694226184831,0.08874255576960374,2019,land
0.0016199887786447597,-0.0007666515018192373,0.0009640065318769788,0.002275971025412541,2019,school
0.01905118244951653,0.040016042207827285,0.014311926577872832,0.02379043832116023,2019,station
0.07261242190262165,0.16763096877067477,0.06291245576780446,0.08231238803743884,2019,room
