0.0,0.961,0.966,0.937,0.946,0.93,0.932
0.0,0.971,0.939,0.942,0.943,0.93,0.943
0.0,0.968,0.95,0.946,0.938,0.953,0.937
0.0,0.964,0.946,0.945,0.955,0.942,0.937
0.0,0.975,0.944,0.942,0.941,0.936,0.95
0.0,0.973,0.943,0.948,0.944,0.937,0.954
0.0,0.95,0.948,0.95,0.939,0.948,0.948
0.0,0.958,0.947,0.952,0.943,0.953,0.956
0.0,0.946,0.955,0.956,0.935,0.949,0.961
0.0,0.943,0.94,0.95,0.949,0.952,0.952
0.0,0.946,0.946,0.931,0.94,0.941,0.946
0.0,0.949,0.955,0.944,0.946,0.956,0.949
0.0,0.952,0.941,0.94,0.953,0.947,0.949
0.0,0.95,0.945,0.959,0.951,0.936,0.953
0.0,0.955,0.944,0.949,0.964,0.954,0.95
0.0,0.932,0.947,0.953,0.955,0.948,0.949
0.0,0.959,0.959,0.941,0.952,0.95,0.945
0.0,0.941,0.942,0.938,0.952,0.943,0.932
0.0,0.949,0.949,0.94,0.94,0.953,0.957
0.0,0.947,0.943,0.943,0.948,0.95,0.954
